round,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,agent_9,agent_10
1,23,24,23,27,25,26,23,23,23,22
2,9,10,7,13,11,11,9,8,7,9
3,3,3,1,5,4,4,1,1,1,0
4,0,0,0,2,1,0,0,0,0,0
5,0,1,0,2,1,0,0,0,0,0
6,0,0,0,2,2,1,0,0,0,0
7,0,1,0,3,1,2,0,0,0,0
8,0,0,0,2,2,1,0,0,0,0
9,0,0,0,2,0,1,0,0,0,0
10,0,0,0,2,1,1,0,0,0,0
11,0,1,0,4,2,2,0,0,0,0
12,0,0,0,2,1,2,0,0,0,0
13,0,0,0,3,1,1,0,0,0,0
14,0,0,0,4,1,1,0,0,0,0
15,0,0,0,4,1,1,0,0,0,0
16,0,0,0,3,2,1,0,0,0,0
17,0,1,0,2,1,1,0,0,0,0
18,0,0,0,2,1,0,0,0,0,0
19,0,1,0,3,1,1,0,0,0,0
20,0,1,0,2,1,0,0,0,0,0
